其它,#genre#
CCTV13,http://221.0.78.198:1681/hls/10213/index.m3u8
CCTV14,http://221.0.78.198:1681/hls/10214/index.m3u8
CCTV15,http://221.0.78.198:1681/hls/10215/index.m3u8
CCTV5+,http://221.0.78.198:1681/hls/10217/index.m3u8
CCTV17,http://221.0.78.198:1681/hls/10289/index.m3u8
CCTV-15 音乐,http://221.216.143.126:4000/rtp/239.3.1.153:8136
CCTV-5 体育,http://221.216.143.126:4000/rtp/239.3.1.173:8001
CCTV-8 电视剧,http://221.216.143.126:4000/rtp/239.3.1.175:8001
CGTN 记录,http://221.216.143.126:4000/rtp/239.3.1.216:4220
CCTV-7 国防军事,http://221.216.143.126:4000/rtp/239.3.1.61:8104
CCTV-10 科教,http://221.216.143.126:4000/rtp/239.3.1.63:8116
CCTV-12 社会与法,http://221.216.143.126:4000/rtp/239.3.1.64:8124
CCTV1,http://222.85.207.79:9901/hls/1/index.m3u8
CCTV10,http://222.85.207.79:9901/hls/10/index.m3u8
CCTV11,http://222.85.207.79:9901/hls/11/index.m3u8
CCTV12,http://222.85.207.79:9901/hls/12/index.m3u8
CCTV13,http://222.85.207.79:9901/hls/13/index.m3u8
CCTV少儿,http://222.85.207.79:9901/hls/14/index.m3u8
CCTV15,http://222.85.207.79:9901/hls/15/index.m3u8
CCTV17,http://222.85.207.79:9901/hls/16/index.m3u8
CCTV2,http://222.85.207.79:9901/hls/2/index.m3u8
CCTV3,http://222.85.207.79:9901/hls/3/index.m3u8
CCTV4,http://222.85.207.79:9901/hls/4/index.m3u8
CCTV5,http://222.85.207.79:9901/hls/5/index.m3u8
CCTV6,http://222.85.207.79:9901/hls/6/index.m3u8
CCTV7,http://222.85.207.79:9901/hls/7/index.m3u8
CCTV8,http://222.85.207.79:9901/hls/8/index.m3u8
CCTV9,http://222.85.207.79:9901/hls/9/index.m3u8
CCTV13,http://223.95.111.98:5555/newlive/live/hls/13/live.m3u8
CCTV4,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8
CCTV13,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8
CCTV5,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
CCTV2,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226195/1.m3u8
CCTV9,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8
CCTV15,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8
CCTV1,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225804/index.m3u8
CCTV10,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8
CCTV4,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8
CCTV2,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226195/index.m3u8
CCTV9,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8
CCTV16,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8
CCTV6,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226393/1.m3u8
CCTV3,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226397/1.m3u8
CCTV13,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8
CCTV1-综合,http://39.162.16.88:9901/tsfile/live/0001_1.m3u8
CCTV2-财经,http://39.162.16.88:9901/tsfile/live/0002_1.m3u8
CCTV3-综艺,http://39.162.16.88:9901/tsfile/live/0003_1.m3u8
CCTV4-国际,http://39.162.16.88:9901/tsfile/live/0004_1.m3u8
CCTV5-体育,http://39.162.16.88:9901/tsfile/live/0005_1.m3u8
CCTV6-电影,http://39.162.16.88:9901/tsfile/live/0006_1.m3u8
CCTV7-军农,http://39.162.16.88:9901/tsfile/live/0007_1.m3u8
CCTV8-电视剧,http://39.162.16.88:9901/tsfile/live/0008_1.m3u8
CCTV9-纪录,http://39.162.16.88:9901/tsfile/live/0009_1.m3u8
CCTV10-科教,http://39.162.16.88:9901/tsfile/live/0010_1.m3u8
CCTV11-戏曲,http://39.162.16.88:9901/tsfile/live/0011_1.m3u8
CCTV12-社会与法,http://39.162.16.88:9901/tsfile/live/0012_1.m3u8
CCTV13-新闻,http://39.162.16.88:9901/tsfile/live/0013_1.m3u8
CCTV14-少儿,http://39.162.16.88:9901/tsfile/live/0014_1.m3u8
CCTV15-音乐,http://39.162.16.88:9901/tsfile/live/0015_1.m3u8
CCTV9,http://61.148.223.18:8888/newlive/live/hls/10/live.m3u8
CCTV10,http://61.148.223.18:8888/newlive/live/hls/11/live.m3u8
CCTV12,http://61.148.223.18:8888/newlive/live/hls/13/live.m3u8
CCTV13,http://61.148.223.18:8888/newlive/live/hls/14/live.m3u8
CCTV14,http://61.148.223.18:8888/newlive/live/hls/15/live.m3u8
CCTV15,http://61.148.223.18:8888/newlive/live/hls/16/live.m3u8
CCTV13,http://61.148.223.18:8888/newlive/live/hls/17/live.m3u8
CCTV5+,http://61.148.223.18:8888/newlive/live/hls/18/live.m3u8
CCTV1,http://61.148.223.18:8888/newlive/live/hls/2/live.m3u8
CCTV2,http://61.148.223.18:8888/newlive/live/hls/3/live.m3u8
CCTV3,http://61.148.223.18:8888/newlive/live/hls/4/live.m3u8
CCTV4,http://61.148.223.18:8888/newlive/live/hls/5/live.m3u8
CCTV5,http://61.148.223.18:8888/newlive/live/hls/6/live.m3u8
CCTV6,http://61.148.223.18:8888/newlive/live/hls/7/live.m3u8
CCTV7,http://61.148.223.18:8888/newlive/live/hls/8/live.m3u8
CCTV8,http://61.148.223.18:8888/newlive/live/hls/9/live.m3u8
CCTV1,http://61.175.237.198:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV2,http://61.175.237.198:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV3,http://61.175.237.198:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV4,http://61.175.237.198:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV5,http://61.175.237.198:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV6,http://61.175.237.198:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV7,http://61.175.237.198:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV8,http://61.175.237.198:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV9,http://61.175.237.198:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV10,http://61.175.237.198:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV11,http://61.175.237.198:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV12,http://61.175.237.198:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV13,http://61.175.237.198:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV14,http://61.175.237.198:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV15,http://61.175.237.198:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0
CCTVNEWS,http://61.175.237.198:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV5,http://81.69.20.196/mqlive.m3u8?ip=120.2.68.35:10000&id=live1001
CCTV2,http://81.69.20.196/mqlive.m3u8?ip=120.2.68.35:10000&id=live1002
CCTV4,http://81.69.20.196/mqlive.m3u8?ip=120.2.68.35:10000&id=live1003
CCTV1,http://81.69.20.196/mqlive.m3u8?ip=120.2.68.35:10000&id=live1004
CCTV3,http://81.69.20.196/mqlive.m3u8?ip=120.2.68.35:10000&id=live1005
CCTV9,http://81.69.20.196/mqlive.m3u8?ip=120.2.68.35:10000&id=live1006
CCTV7,http://81.69.20.196/mqlive.m3u8?ip=120.2.68.35:10000&id=live1008
CCTV11,http://81.69.20.196/mqlive.m3u8?ip=120.2.68.35:10000&id=live1009
CCTV10,http://81.69.20.196/mqlive.m3u8?ip=120.2.68.35:10000&id=live1011
CCTV12,http://81.69.20.196/mqlive.m3u8?ip=120.2.68.35:10000&id=live1012
CCTV15,http://81.69.20.196/mqlive.m3u8?ip=120.2.68.35:10000&id=live1015
CCTV13,http://81.69.20.196/mqlive.m3u8?ip=120.2.68.35:10000&id=live1116
CCTV8,http://81.69.20.196/mqlive.m3u8?ip=120.2.68.35:10000&id=live1117
CCTV娱乐,http://line.premiumpowers.net/play/live.php?mac=00:1A:79:73:45:10&extension=ts&stream=156405
CCTV6,http://php.jdshipin.com:8880/1905.php
CCTV4,http://udnhls.skilldns.com:80/cctv4.m3u8
CCTV1,http://wo.xiang.lai.ge.bi.jiao.chang.de.yu.ming.wan.wan.jie.xi.bu.zhi.dao.ke.bu.ke.xing.hk3.20212021.tk.cdn.cloudflare.net/daili/?id=cctv1hd8m/8000000
CCTV17,http://xiongwei.x3322.net:9999/udp/239.76.252.238:9000
CCTV11,http://xiongwei.x3322.net:9999/udp/239.76.252.251:9000
CGTN 纪录,http://xiongwei.x3322.net:9999/udp/239.76.252.67:9000
CCTV1,http://xiongwei.x3322.net:9999/udp/239.76.253.151:9000
CCTV5,http://xiongwei.x3322.net:9999/udp/239.76.253.155:9000
CCTV6,http://xiongwei.x3322.net:9999/udp/239.76.253.156:9000
CCTV9,http://xiongwei.x3322.net:9999/udp/239.76.253.159:9000
CCTV10,http://xiongwei.x3322.net:9999/udp/239.76.253.160:9000
CCTV12,http://xiongwei.x3322.net:9999/udp/239.76.253.162:9000
CCTV13,http://xiongwei.x3322.net:9999/udp/239.76.253.163:9000
CCTV14,http://xiongwei.x3322.net:9999/udp/239.76.253.164:9000
CCTV5+,http://xiongwei.x3322.net:9999/udp/239.76.253.168:9000
CCTV1,http://zdwty.eatuo.com:808/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://zdwty.eatuo.com:808/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://zdwty.eatuo.com:808/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://zdwty.eatuo.com:808/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://zdwty.eatuo.com:808/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://zdwty.eatuo.com:808/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://zdwty.eatuo.com:808/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://zdwty.eatuo.com:808/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://zdwty.eatuo.com:808/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://zdwty.eatuo.com:808/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://zdwty.eatuo.com:808/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://zdwty.eatuo.com:808/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://zdwty.eatuo.com:808/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://zdwty.eatuo.com:808/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://zdwty.eatuo.com:808/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV16,http://zdwty.eatuo.com:808/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://zdwty.eatuo.com:808/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://zdwty.eatuo.com:808/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13.m3u8
CCTV13,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13_mud.m3u8
CCTV10,https://ln.singerlan.repl.co?id=CCTV-10H265_4000
CCTV11,https://ln.singerlan.repl.co?id=CCTV-11-H265_4000
CCTV12,https://ln.singerlan.repl.co?id=CCTV-12H265_4000
CCTV14,https://ln.singerlan.repl.co?id=CCTV-14H265_4000
CCTV15,https://ln.singerlan.repl.co?id=CCTV-15-yyH265_4000
CCTV16,https://ln.singerlan.repl.co?id=CCTV-16_4000
CCTV16-4K,https://ln.singerlan.repl.co?id=CCTV-16-4K_8000
CCTV17,https://ln.singerlan.repl.co?id=CCTV-17_4000
CCTV1,https://ln.singerlan.repl.co?id=CCTV-1H265_4000
CCTV2,https://ln.singerlan.repl.co?id=CCTV-2H265_4000
CCTV3,https://ln.singerlan.repl.co?id=CCTV-3H265_4000
CCTV4,https://ln.singerlan.repl.co?id=CCTV-4H265_4000
CCTV5,https://ln.singerlan.repl.co?id=CCTV-5H265_4000
CCTV5+,https://ln.singerlan.repl.co?id=CCTV-5plusH265_4000
CCTV6,https://ln.singerlan.repl.co?id=CCTV-6H265_4000
CCTV7,https://ln.singerlan.repl.co?id=CCTV-7H265_4000
CCTV8,https://ln.singerlan.repl.co?id=CCTV-8H265_4000
CCTV9,https://ln.singerlan.repl.co?id=CCTV-9H265_4000
CCTV13,https://ln.singerlan.repl.co?id=CCTV-xw_4000
CGTN英语,https://ln.singerlan.repl.co?id=CGTN_4000
CGTN俄语,https://ln.singerlan.repl.co?id=ey_2000
CGTN法语,https://ln.singerlan.repl.co?id=fy_2000
CGTN西语,https://ln.singerlan.repl.co?id=xbyy_2000
CCTV1,https://migu.singerlan.repl.co/?id=cctv1
CCTV10,https://migu.singerlan.repl.co/?id=cctv10
CCTV11,https://migu.singerlan.repl.co/?id=cctv11
CCTV12,https://migu.singerlan.repl.co/?id=cctv12
CCTV13,https://migu.singerlan.repl.co/?id=cctv13
CCTV14,https://migu.singerlan.repl.co/?id=cctv14
CCTV15,https://migu.singerlan.repl.co/?id=cctv15
CCTV17,https://migu.singerlan.repl.co/?id=cctv17
CCTV1,https://migu.singerlan.repl.co/?id=cctv1b
CCTV2,https://migu.singerlan.repl.co/?id=cctv2
CCTV3,https://migu.singerlan.repl.co/?id=cctv3
CCTV4,https://migu.singerlan.repl.co/?id=cctv4
CCTV4美洲,https://migu.singerlan.repl.co/?id=cctv4a
CCTV4欧洲,https://migu.singerlan.repl.co/?id=cctv4o
CCTV5,https://migu.singerlan.repl.co/?id=cctv5
CCTV5,https://migu.singerlan.repl.co/?id=cctv5b
CCTV5+,https://migu.singerlan.repl.co/?id=cctv5p
CCTV5+,https://migu.singerlan.repl.co/?id=cctv5p2
CCTV6,https://migu.singerlan.repl.co/?id=cctv6
CCTV7,https://migu.singerlan.repl.co/?id=cctv7
CCTV8,https://migu.singerlan.repl.co/?id=cctv8
CCTV9,https://migu.singerlan.repl.co/?id=cctv9
CGTN阿语,https://migu.singerlan.repl.co/?id=cgtna
CGTN西语,https://migu.singerlan.repl.co/?id=cgtne
CCTV1,https://node1.olelive.com:6443/live/CCTV1HD/hls.m3u8
CCTV5,https://node1.olelive.com:6443/live/CCTV5HD/hls.m3u8
CCTV7,https://node1.olelive.com:6443/live/CCTV7HD/hls.m3u8
CCTV9,https://node1.olelive.com:6443/live/CCTV9HD/hls.m3u8
CCTV1高清,http://111.225.115.9:808/home/storager/6bbc84c2-18fb-444e-a900-d7ed884a2731/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2高清,http://111.225.115.9:808/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3标清,http://111.225.115.9:808/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4高清,http://111.225.115.9:808/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5标清,http://111.225.115.9:808/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6标清,http://111.225.115.9:808/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7高清,http://111.225.115.9:808/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8标清,http://111.225.115.9:808/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9高清,http://111.225.115.9:808/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10高清,http://111.225.115.9:808/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11高清,http://111.225.115.9:808/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12高清,http://111.225.115.9:808/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13高清,http://111.225.115.9:808/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14高清,http://111.225.115.9:808/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15高清,http://111.225.115.9:808/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17高清,http://111.225.115.9:808/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+高清,http://111.225.115.9:808/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0

少儿,#genre#
哈哈炫动,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/hhxd8m/8000000/mnf.m3u8
金鹰卡通,http://123.52.43.144:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
嘉佳卡通,http://123.52.43.144:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
卡酷动画,http://123.52.43.144:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
炫动卡通,http://123.52.43.144:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
卡酷动画,http://15536746789.x3322.net:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://15536746789.x3322.net:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
炫动卡通,http://15536746789.x3322.net:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
少儿节目,http://15536746789.x3322.net:9901/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
卡酷动画,http://183.196.33.171:808/hls/57/index.m3u8
金鹰卡通,http://183.196.33.171:808/hls/58/index.m3u8
卡酷动画,http://218.13.170.98:9901/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://218.13.170.98:9901/tsfile/live/1022_1.m3u8?key=txiptv
金鹰卡通,http://218.13.170.98:9901/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
嘉佳卡通,http://221.216.143.126:4000/rtp/239.3.1.147:9268
少儿动画,http://221.216.143.126:4000/rtp/239.3.1.199:9000
金鹰卡通,http://221.216.143.126:4000/rtp/239.3.1.51:9252
动画,http://221.216.143.126:4000/rtp/239.3.1.80:4120
卡酷少儿,http://xiongwei.x3322.net:9999/udp/239.76.252.111:9000
优漫卡通,http://xiongwei.x3322.net:9999/udp/239.76.252.112:9000
金鹰卡通,http://xiongwei.x3322.net:9999/udp/239.76.252.120:9000
炫动卡通,http://xiongwei.x3322.net:9999/udp/239.76.252.133:9000
嘉佳卡通,http://xiongwei.x3322.net:9999/udp/239.76.252.230:9000
金鹰卡通,http://xiongwei.x3322.net:9999/udp/239.76.253.107:9000
金鹰卡通,http://zdwty.eatuo.com:808/tsfile/live/1032_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://111.225.115.9:808/tsfile/live/1031_1.m3u8?key=txiptv&playlive=1&authid=0

卫视,#genre#
安徽卫视,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/ahwshd8m/8000000/mnf.m3u8
北京卫视,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/bjwshd8m/8000000/mnf.m3u8
东方卫视,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/dfwshd8m/8000000/mnf.m3u8
东南卫视,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/dnwshd8m/8000000/mnf.m3u8
广东卫视,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/gdwshd8m/8000000/mnf.m3u8
甘肃卫视,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/gswshd8m/8000000/mnf.m3u8
广西卫视,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/gxwshd8m/8000000/mnf.m3u8
海南卫视,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/hainanwshd8m/8000000/mnf.m3u8
河北卫视,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/hbwshd8m/8000000/mnf.m3u8
黑龙江卫视,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/hljwshd8m/8000000/mnf.m3u8
河南卫视,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/hnwshd8m/8000000/mnf.m3u8
湖北卫视,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/hubeiws8m/8000000/mnf.m3u8
湖南卫视,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/hunanwshd8m/8000000/mnf.m3u8
吉林卫视,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/jlwshd8m/8000000/mnf.m3u8
江苏卫视,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/jswshd8m/8000000/mnf.m3u8
康巴卫视540P,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/kbws/2500000/mnf.m3u8
辽宁卫视,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/lnwshd8m/8000000/mnf.m3u8
四川卫视,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/scws8m/8000000/mnf.m3u8
天津卫视,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/tjwshd8m/8000000/mnf.m3u8
西藏卫视540P,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/xzws/2500000/mnf.m3u8
云南卫视,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/ynwshd8m/8000000/mnf.m3u8
浙江卫视,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/zjwshd8m/8000000/mnf.m3u8
陕西卫视,http://113.200.53.90:9901/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://113.200.53.90:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://113.200.53.90:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://113.200.53.90:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视HD,http://113.200.53.90:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://113.200.53.90:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视HD,http://113.200.53.90:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视HD,http://113.200.53.90:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视HD,http://113.200.53.90:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://123.52.43.144:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://123.52.43.144:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古卫视,http://123.52.43.144:9901/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://123.52.43.144:9901/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://123.52.43.144:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://123.52.43.144:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://123.52.43.144:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://123.52.43.144:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://123.52.43.144:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://123.52.43.144:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://123.52.43.144:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://123.52.43.144:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://123.52.43.144:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://123.52.43.144:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://123.52.43.144:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://123.52.43.144:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://123.52.43.144:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://123.52.43.144:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://123.52.43.144:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://123.52.43.144:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://123.52.43.144:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://123.52.43.144:9901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://123.52.43.144:9901/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://123.52.43.144:9901/tsfile/live/0141_2.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://123.52.43.144:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://123.52.43.144:9901/tsfile/live/0142_2.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://123.52.43.144:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
海南卫视,http://123.52.43.144:9901/tsfile/live/0150_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视-高清,http://15536746789.x3322.net:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://15536746789.x3322.net:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://15536746789.x3322.net:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://15536746789.x3322.net:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://15536746789.x3322.net:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视-高清,http://15536746789.x3322.net:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视-高清,http://15536746789.x3322.net:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视-高清,http://15536746789.x3322.net:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视-高清,http://15536746789.x3322.net:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
