其它,#genre#
广东卫视-高清,http://15536746789.x3322.net:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视-高清,http://15536746789.x3322.net:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视-高清,http://15536746789.x3322.net:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视-高清,http://15536746789.x3322.net:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视-高清,http://15536746789.x3322.net:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视-高清,http://15536746789.x3322.net:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视-高清,http://15536746789.x3322.net:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视-高清,http://15536746789.x3322.net:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://15536746789.x3322.net:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://15536746789.x3322.net:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://15536746789.x3322.net:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://15536746789.x3322.net:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
西藏卫视,http://15536746789.x3322.net:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
福建东南卫视,http://15536746789.x3322.net:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://15536746789.x3322.net:9901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
兵团卫视,http://15536746789.x3322.net:9901/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://15536746789.x3322.net:9901/tsfile/live/1038_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://183.196.33.171:808/hls/16/index.m3u8
湖南卫视,http://183.196.33.171:808/hls/27/index.m3u8
浙江卫视,http://183.196.33.171:808/hls/28/index.m3u8
江苏卫视,http://183.196.33.171:808/hls/29/index.m3u8
安徽卫视,http://183.196.33.171:808/hls/30/index.m3u8
北京卫视,http://183.196.33.171:808/hls/31/index.m3u8
天津卫视,http://183.196.33.171:808/hls/32/index.m3u8
辽宁卫视,http://183.196.33.171:808/hls/33/index.m3u8
山东卫视,http://183.196.33.171:808/hls/34/index.m3u8
云南卫视,http://183.196.33.171:808/hls/35/index.m3u8
河南卫视,http://183.196.33.171:808/hls/36/index.m3u8
四川卫视,http://183.196.33.171:808/hls/37/index.m3u8
江西卫视,http://183.196.33.171:808/hls/38/index.m3u8
贵州卫视,http://183.196.33.171:808/hls/39/index.m3u8
深圳卫视,http://183.196.33.171:808/hls/40/index.m3u8
湖北卫视,http://183.196.33.171:808/hls/41/index.m3u8
东方卫视,http://183.196.33.171:808/hls/42/index.m3u8
重庆卫视,http://183.196.33.171:808/hls/43/index.m3u8
东南卫视,http://183.196.33.171:808/hls/44/index.m3u8
广东卫视,http://183.196.33.171:808/hls/45/index.m3u8
广西卫视,http://183.196.33.171:808/hls/46/index.m3u8
吉林卫视,http://183.196.33.171:808/hls/47/index.m3u8
陕西卫视,http://183.196.33.171:808/hls/48/index.m3u8
山西卫视,http://183.196.33.171:808/hls/49/index.m3u8
内蒙古卫视,http://183.196.33.171:808/hls/50/index.m3u8
青海卫视,http://183.196.33.171:808/hls/51/index.m3u8
宁夏卫视,http://183.196.33.171:808/hls/53/index.m3u8
西藏卫视,http://183.196.33.171:808/hls/54/index.m3u8
新疆卫视,http://183.196.33.171:808/hls/55/index.m3u8
甘肃卫视,http://183.196.33.171:808/hls/56/index.m3u8
黑龙江卫视,http://183.196.33.171:808/hls/79/index.m3u8
内蒙古卫视,http://218.13.170.98:9901/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://218.13.170.98:9901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
西藏卫视,http://218.13.170.98:9901/tsfile/live/0111_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://218.13.170.98:9901/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0
兵团卫视,http://218.13.170.98:9901/tsfile/live/0115_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://218.13.170.98:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://218.13.170.98:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://218.13.170.98:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://218.13.170.98:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://218.13.170.98:9901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://218.13.170.98:9901/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://218.13.170.98:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://218.13.170.98:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://218.13.170.98:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://218.13.170.98:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://218.13.170.98:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://218.13.170.98:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://218.13.170.98:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://218.13.170.98:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://218.13.170.98:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://218.13.170.98:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://218.13.170.98:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://218.13.170.98:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://218.13.170.98:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://218.13.170.98:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
福建东南卫视,http://218.13.170.98:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://218.13.170.98:9901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://218.13.170.98:9901/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://218.13.170.98:9901/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
海南卫视,http://218.13.170.98:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://218.17.205.210:9901/tsfile/live/0107_1.m3u8
广西卫视,http://218.17.205.210:9901/tsfile/live/0113_1.m3u8
河北卫视,http://218.17.205.210:9901/tsfile/live/0117_1.m3u8
云南卫视,http://218.17.205.210:9901/tsfile/live/0119_1.m3u8
贵州卫视,http://218.17.205.210:9901/tsfile/live/0120_1.m3u8
辽宁卫视,http://218.17.205.210:9901/tsfile/live/0121_1.m3u8
天津卫视,http://218.17.205.210:9901/tsfile/live/0122_1.m3u8
北京卫视,http://218.17.205.210:9901/tsfile/live/0122_2.m3u8
四川卫视,http://218.17.205.210:9901/tsfile/live/0123_1.m3u8
浙江卫视,http://218.17.205.210:9901/tsfile/live/0124_1.m3u8
广东卫视,http://218.17.205.210:9901/tsfile/live/0125_1.m3u8
江苏卫视,http://218.17.205.210:9901/tsfile/live/0127_1.m3u8
湖南卫视,http://218.17.205.210:9901/tsfile/live/0128_1.m3u8
安徽卫视,http://218.17.205.210:9901/tsfile/live/0130_1.m3u8
山东卫视,http://218.17.205.210:9901/tsfile/live/0131_1.m3u8
湖北卫视,http://218.17.205.210:9901/tsfile/live/0132_1.m3u8
东南卫视,http://218.17.205.210:9901/tsfile/live/0137_1.m3u8
江西卫视,http://218.17.205.210:9901/tsfile/live/0138_1.m3u8
河南卫视,http://218.17.205.210:9901/tsfile/live/0139_1.m3u8
重庆卫视,http://218.17.205.210:9901/tsfile/live/0142_1.m3u8
黑龙江卫视,http://218.17.205.210:9901/tsfile/live/0143_1.m3u8
甘肃卫视,http://218.17.205.210:9901/tsfile/live/1002_1.m3u8
云南卫视,http://220.185.225.99:85/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://220.185.225.99:85/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://220.185.225.99:85/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://220.185.225.99:85/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://220.185.225.99:85/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://220.185.225.99:85/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://220.185.225.99:85/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://220.185.225.99:85/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://220.185.225.99:85/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://220.185.225.99:85/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://220.185.225.99:85/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://220.185.225.99:85/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://220.185.225.99:85/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://220.185.225.99:85/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://220.185.225.99:85/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://220.185.225.99:85/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://220.185.225.99:85/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://221.216.143.126:4000/rtp/239.3.1.132:8012
深圳卫视,http://221.216.143.126:4000/rtp/239.3.1.134:8020
厦门卫视,http://221.216.143.126:4000/rtp/239.3.1.143:4120
兵团卫视,http://221.216.143.126:4000/rtp/239.3.1.144:4120
河北卫视,http://221.216.143.126:4000/rtp/239.3.1.148:8072
东南卫视,http://221.216.143.126:4000/rtp/239.3.1.156:8148
辽宁卫视,http://221.216.143.126:4000/rtp/239.3.1.210:8056
BRTV北京卫视,http://221.216.143.126:4000/rtp/239.3.1.241:8000
云南卫视,http://221.216.143.126:4000/rtp/239.3.1.26:8108
河南卫视,http://221.216.143.126:4000/rtp/239.3.1.27:8128
四川卫视,http://221.216.143.126:4000/rtp/239.3.1.29:8288
广西卫视,http://221.216.143.126:4000/rtp/239.3.1.39:8300
陕西卫视,http://221.216.143.126:4000/rtp/239.3.1.41:8140
山西卫视,http://221.216.143.126:4000/rtp/239.3.1.42:8172
内蒙古卫视,http://221.216.143.126:4000/rtp/239.3.1.43:8176
青海卫视,http://221.216.143.126:4000/rtp/239.3.1.44:8184
海南卫视,http://221.216.143.126:4000/rtp/239.3.1.45:8304
宁夏卫视,http://221.216.143.126:4000/rtp/239.3.1.46:8124
西藏卫视,http://221.216.143.126:4000/rtp/239.3.1.47:8164
新疆卫视,http://221.216.143.126:4000/rtp/239.3.1.48:8160
甘肃卫视,http://221.216.143.126:4000/rtp/239.3.1.49:8188
贵州卫视,http://222.85.207.79:9901/hls/18/index.m3u8
湖南卫视,http://222.85.207.79:9901/hls/19/index.m3u8
浙江卫视,http://222.85.207.79:9901/hls/20/index.m3u8
江苏卫视,http://222.85.207.79:9901/hls/21/index.m3u8
安徽卫视,http://222.85.207.79:9901/hls/22/index.m3u8
山东卫视,http://222.85.207.79:9901/hls/23/index.m3u8
江西卫视+,http://222.85.207.79:9901/hls/24/index.m3u8
重庆卫视,http://222.85.207.79:9901/hls/33/index.m3u8
河北卫视,http://222.85.207.79:9901/hls/34/index.m3u8
广东卫视,http://222.85.207.79:9901/hls/35/index.m3u8
辽宁卫视,http://222.85.207.79:9901/hls/36/index.m3u8
北京卫视,http://222.85.207.79:9901/hls/37/index.m3u8
新疆卫视,http://222.85.207.79:9901/hls/38/index.m3u8
山西卫视,http://222.85.207.79:9901/hls/39/index.m3u8
陕西卫视,http://222.85.207.79:9901/hls/40/index.m3u8
甘肃卫视,http://222.85.207.79:9901/hls/41/index.m3u8
深圳卫视,http://222.85.207.79:9901/hls/42/index.m3u8
青海卫视,http://222.85.207.79:9901/hls/43/index.m3u8
内蒙古卫视,http://222.85.207.79:9901/hls/44/index.m3u8
广西卫视,http://222.85.207.79:9901/hls/46/index.m3u8
云南卫视,http://222.85.207.79:9901/hls/47/index.m3u8
宁夏卫视,http://222.85.207.79:9901/hls/48/index.m3u8
东方卫视,http://39.162.16.88:9901/tsfile/live/0107_1.m3u8
北京卫视,http://39.162.16.88:9901/tsfile/live/0122_1.m3u8
浙江卫视,http://39.162.16.88:9901/tsfile/live/0124_1.m3u8
广东卫视,http://39.162.16.88:9901/tsfile/live/0125_1.m3u8
山东卫视,http://39.162.16.88:9901/tsfile/live/0131_1.m3u8
河南卫视,http://39.162.16.88:9901/tsfile/live/0139_1.m3u8
东方卫视,http://61.175.237.198:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=0&authid=0
西藏卫视,http://61.175.237.198:9901/tsfile/live/0111_1.m3u8?key=txiptv&playlive=0&authid=0
宁夏卫视,http://61.175.237.198:9901/tsfile/live/0112_1.m3u8?key=txiptv&playlive=0&authid=0
广西卫视,http://61.175.237.198:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=0&authid=0
吉林卫视,http://61.175.237.198:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=0&authid=0
山西卫视,http://61.175.237.198:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=0&authid=0
云南卫视,http://61.175.237.198:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=0&authid=0
贵州卫视,http://61.175.237.198:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=0&authid=0
辽宁卫视,http://61.175.237.198:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=0&authid=0
北京卫视,http://61.175.237.198:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=0&authid=0
四川卫视,http://61.175.237.198:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=0&authid=0
浙江卫视,http://61.175.237.198:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=0&authid=0
广东卫视,http://61.175.237.198:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=0&authid=0
深圳卫视,http://61.175.237.198:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=0&authid=0
江苏卫视,http://61.175.237.198:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=0&authid=0
湖南卫视,http://61.175.237.198:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=0&authid=0
安徽卫视,http://61.175.237.198:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=0&authid=0
山东卫视,http://61.175.237.198:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=0&authid=0
天津卫视,http://61.175.237.198:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=0&authid=0
陕西卫视,http://61.175.237.198:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=0&authid=0
东南卫视,http://61.175.237.198:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=0&authid=0
江西卫视,http://61.175.237.198:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=0&authid=0
河南卫视,http://61.175.237.198:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=0&authid=0
青海卫视,http://61.175.237.198:9901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=0&authid=0
甘肃卫视,http://61.175.237.198:9901/tsfile/live/0141_1.m3u8?key=txiptv&playlive=0&authid=0
重庆卫视,http://61.175.237.198:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=0&authid=0
黑龙江卫视,http://61.175.237.198:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=0&authid=0
浙江卫视,http://81.69.20.196/mqlive.m3u8?ip=120.2.68.35:10000&id=live1024
江苏卫视,http://81.69.20.196/mqlive.m3u8?ip=120.2.68.35:10000&id=live1030
北京卫视,http://81.69.20.196/mqlive.m3u8?ip=120.2.68.35:10000&id=live1031
安徽卫视,http://81.69.20.196/mqlive.m3u8?ip=120.2.68.35:10000&id=live1032
辽宁卫视,http://81.69.20.196/mqlive.m3u8?ip=120.2.68.35:10000&id=live1034
贵州卫视,http://81.69.20.196/mqlive.m3u8?ip=120.2.68.35:10000&id=live1036
深圳卫视,http://81.69.20.196/mqlive.m3u8?ip=120.2.68.35:10000&id=live1037
黑龙江卫视,http://81.69.20.196/mqlive.m3u8?ip=120.2.68.35:10000&id=live1038
河南卫视,http://81.69.20.196/mqlive.m3u8?ip=120.2.68.35:10000&id=live1041
江西卫视,http://81.69.20.196/mqlive.m3u8?ip=120.2.68.35:10000&id=live1042
东方卫视,http://81.69.20.196/mqlive.m3u8?ip=120.2.68.35:10000&id=live1044
广东卫视,http://81.69.20.196/mqlive.m3u8?ip=120.2.68.35:10000&id=live1045
广西卫视,http://81.69.20.196/mqlive.m3u8?ip=120.2.68.35:10000&id=live1047
山西卫视,http://81.69.20.196/mqlive.m3u8?ip=120.2.68.35:10000&id=live1052
内蒙古卫视,http://81.69.20.196/mqlive.m3u8?ip=120.2.68.35:10000&id=live1053
湖南卫视,http://xiongwei.x3322.net:9999/udp/239.76.252.115:9000
广东卫视,http://xiongwei.x3322.net:9999/udp/239.76.252.189:9000
东南卫视,http://xiongwei.x3322.net:9999/udp/239.76.252.190:9000
贵州卫视,http://xiongwei.x3322.net:9999/udp/239.76.252.198:9000
江西卫视,http://xiongwei.x3322.net:9999/udp/239.76.252.225:9000
兵团卫视,http://xiongwei.x3322.net:9999/udp/239.76.252.232:9000
江苏卫视,http://xiongwei.x3322.net:9999/udp/239.76.253.181:9000
天津卫视,http://xiongwei.x3322.net:9999/udp/239.76.253.185:9000
河北卫视,http://zdwty.eatuo.com:808/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古卫视,http://zdwty.eatuo.com:808/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://zdwty.eatuo.com:808/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
西藏卫视,http://zdwty.eatuo.com:808/tsfile/live/0111_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://zdwty.eatuo.com:808/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://zdwty.eatuo.com:808/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://zdwty.eatuo.com:808/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://zdwty.eatuo.com:808/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://zdwty.eatuo.com:808/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://zdwty.eatuo.com:808/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://zdwty.eatuo.com:808/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://zdwty.eatuo.com:808/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://zdwty.eatuo.com:808/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://zdwty.eatuo.com:808/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://zdwty.eatuo.com:808/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://zdwty.eatuo.com:808/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://zdwty.eatuo.com:808/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://zdwty.eatuo.com:808/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://zdwty.eatuo.com:808/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://zdwty.eatuo.com:808/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://zdwty.eatuo.com:808/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://zdwty.eatuo.com:808/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://zdwty.eatuo.com:808/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://zdwty.eatuo.com:808/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://zdwty.eatuo.com:808/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://zdwty.eatuo.com:808/tsfile/live/1025_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://zdwty.eatuo.com:808/tsfile/live/1026_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://zdwty.eatuo.com:808/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://zdwty.eatuo.com:808/tsfile/live/1028_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://zdwty.eatuo.com:808/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0
海南卫视,http://zdwty.eatuo.com:808/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视高清,http://111.225.115.9:808/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视高清,http://111.225.115.9:808/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视高清,http://111.225.115.9:808/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视高清,http://111.225.115.9:808/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视高清,http://111.225.115.9:808/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视高清,http://111.225.115.9:808/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视高清,http://111.225.115.9:808/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视高清,http://111.225.115.9:808/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视高清,http://111.225.115.9:808/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视高清,http://111.225.115.9:808/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://111.225.115.9:808/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视高清,http://111.225.115.9:808/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视高清,http://111.225.115.9:808/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视高清,http://111.225.115.9:808/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视高清,http://111.225.115.9:808/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视高清,http://111.225.115.9:808/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视高清,http://111.225.115.9:808/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视高清,http://111.225.115.9:808/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视高清,http://111.225.115.9:808/tsfile/live/1025_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视高清,http://111.225.115.9:808/tsfile/live/1026_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视高清,http://111.225.115.9:808/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://111.225.115.9:808/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视高清,http://111.225.115.9:808/tsfile/live/1028_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://111.225.115.9:808/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古卫视,http://111.225.115.9:808/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://111.225.115.9:808/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
海南卫视,http://111.225.115.9:808/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://111.225.115.9:808/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0
西藏卫视,http://111.225.115.9:808/tsfile/live/0111_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://111.225.115.9:808/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://111.225.115.9:808/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0

数字付费,#genre#
电竞天堂,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/djtt8m/8000000/mnf.m3u8
CCTV4K,http://180.97.247.27/tlivecloud-ipv6.ysp.CCTV.cn/ysp/2000266303.m3u8
CHC家庭影院,http://xiongwei.x3322.net:9999/udp/239.76.252.241:9000
CHC电影,http://xiongwei.x3322.net:9999/udp/239.76.252.242:9000
CHC动作电影,http://xiongwei.x3322.net:9999/udp/239.76.252.243:9000

北京,#genre#
北京卡酷,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/kkse8m/8000000/mnf.m3u8
北京纪实,http://183.196.33.171:808/hls/86/index.m3u8

东方,#genre#
东方财经,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/dfcjhd8m/8000000/mnf.m3u8
东方影视,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/dfyshd8m/8000000/mnf.m3u8
东方财经,http://15536746789.x3322.net:9901/tsfile/live/1032_1.m3u8?key=txiptv&playlive=1&authid=0
东方财经,http://180.97.247.27/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41135/index.m3u8

日本,#genre#
第一剧场,http://180.97.247.27/tlivecloud-ipv6.ysp.CCTV.cn/ysp/2012514403.m3u8
第一剧场,http://81.69.20.196/mqlive.m3u8?ip=120.2.68.35:10000&id=live1061

山东,#genre#
山东教育卫视,http://180.97.247.27/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel37001/index.m3u8
山东教育,http://221.216.143.126:4000/rtp/239.3.1.52:4120
山东教育,http://zdwty.eatuo.com:808/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0
山东教育,http://111.225.115.9:808/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0

山西,#genre#
山西科教,http://15536746789.x3322.net:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
山西影视,http://15536746789.x3322.net:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
